#Organism Name,Organism Groups,Strain,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,WGS,Scaffolds,CDS,Release Date,GenBank FTP,RefSeq FTP
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,NGS21L.1,SAMN07436863,PRJNA396809,GCA_003275715.1, Chromosome,11.7793,38.132,chromosome I:CM012685.1; chromosome II:CM012686.1; chromosome III:CM012687.1; chromosome IV:CM012688.1; chromosome V:CM012689.1; chromosome VI:CM012690.1; chromosome VII:CM012691.1; chromosome VIII:CM012692.1; chromosome IX:CM012693.1; chromosome X:CM012694.1; chromosome XI:CM012695.1; chromosome XII:CM012696.1; chromosome XIII:CM012697.1; chromosome XIV:CM012698.1; chromosome XV:CM012699.1; chromosome XVI:CM012700.1,NPWV01,58,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine003,SAMN05190495,PRJNA323691,GCA_001737765.2, Chromosome,12.2394,38.5947,chromosome I:CM005039.2; chromosome II:CM005040.2; chromosome III:CM005041.2; chromosome IV:CM005042.2; chromosome V:CM005043.2; chromosome VI:CM005044.2; chromosome VII:CM005045.2; chromosome VIII:CM005046.2; chromosome IX:CM005047.2; chromosome X:CM005048.2; chromosome XI:CM005049.2; chromosome XII:CM005050.2; chromosome XIII:CM005051.2; chromosome XIV:CM005052.2; chromosome XV:CM005053.2; chromosome XVI:CM005054.2,MBUY02,122,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer042,SAMN05190403,PRJNA323691,GCA_001740545.1, Chromosome,12.0086,38.4111,chromosome I:CM006511.1; chromosome II:CM006512.1; chromosome III:CM006513.1; chromosome IV:CM006514.1; chromosome V:CM006515.1; chromosome VI:CM006516.1; chromosome VII:CM006517.1; chromosome VIII:CM006518.1; chromosome IX:CM006519.1; chromosome X:CM006520.1; chromosome XI:CM006521.1; chromosome XII:CM006522.1; chromosome XIII:CM006523.1; chromosome XIV:CM006524.1; chromosome XV:CM006525.1; chromosome XVI:CM006526.1,MBYM01,192,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer015,SAMN05190376,PRJNA323691,GCA_001741375.1, Chromosome,12.0006,38.3594,chromosome I:CM006943.1; chromosome II:CM006944.1; chromosome III:CM006945.1; chromosome IV:CM006946.1; chromosome V:CM006947.1; chromosome VI:CM006948.1; chromosome VII:CM006949.1; chromosome VIII:CM006950.1; chromosome IX:CM006951.1; chromosome X:CM006952.1; chromosome XI:CM006953.1; chromosome XII:CM006954.1; chromosome XIII:CM006955.1; chromosome XIV:CM006956.1; chromosome XV:CM006957.1; chromosome XVI:CM006958.1,MBZN01,181,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer068,SAMN05190429,PRJNA323691,GCA_001739775.1, Chromosome,11.9066,38.4178,chromosome I:CM006095.1; chromosome II:CM006096.1; chromosome III:CM006097.1; chromosome IV:CM006098.1; chromosome V:CM006099.1; chromosome VI:CM006100.1; chromosome VII:CM006101.1; chromosome VIII:CM006102.1; chromosome IX:CM006103.1; chromosome X:CM006104.1; chromosome XI:CM006105.1; chromosome XII:CM006106.1; chromosome XIII:CM006107.1; chromosome XIV:CM006108.1; chromosome XV:CM006109.1; chromosome XVI:CM006110.1,MBXM01,157,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,JT10.10,SAMN07437057,PRJNA396809,GCA_003270815.1, Chromosome,11.6988,37.9991,chromosome I:CM010209.1; chromosome II:CM010210.1; chromosome III:CM010211.1; chromosome IV:CM010212.1; chromosome V:CM010213.1; chromosome VI:CM010214.1; chromosome VII:CM010215.1; chromosome VIII:CM010216.1; chromosome IX:CM010217.1; chromosome X:CM010218.1; chromosome XI:CM010219.1; chromosome XII:CM010220.1; chromosome XIII:CM010221.1; chromosome XIV:CM010222.1; chromosome XV:CM010223.1; chromosome XVI:CM010224.1,NPPK01,93,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wild003,SAMN05190514,PRJNA323691,GCA_001737145.2, Chromosome,12.0786,38.3095,chromosome I:CM004687.1; chromosome II:CM004688.1; chromosome III:CM004689.1; chromosome IV:CM004690.1; chromosome V:CM004691.1; chromosome VI:CM004692.1; chromosome VII:CM004693.1; chromosome VIII:CM004694.1; chromosome IX:CM004695.1; chromosome X:CM004696.1; chromosome XI:CM004697.1; chromosome XII:CM004698.1; chromosome XIII:CM004699.1; chromosome XIV:CM004700.1; chromosome XV:CM004701.1; chromosome XVI:CM004702.1,MBUF02,156,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,GT39.1,SAMN07436859,PRJNA396809,GCA_003275825.1, Chromosome,11.7653,38.159,chromosome I:CM012477.1; chromosome II:CM012478.1; chromosome III:CM012479.1; chromosome IV:CM012480.1; chromosome V:CM012481.1; chromosome VI:CM012482.1; chromosome VII:CM012483.1; chromosome VIII:CM012484.1; chromosome IX:CM012485.1; chromosome X:CM012486.1; chromosome XI:CM012487.1; chromosome XII:CM012488.1; chromosome XIII:CM012489.1; chromosome XIV:CM012490.1; chromosome XV:CM012491.1; chromosome XVI:CM012492.1,NPWZ01,52,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer033,SAMN05190394,PRJNA323691,GCA_001740795.1, Chromosome,11.9716,38.4396,chromosome I:CM006671.1; chromosome II:CM006672.1; chromosome III:CM006673.1; chromosome IV:CM006674.1; chromosome V:CM006675.1; chromosome VI:CM006676.1; chromosome VII:CM006677.1; chromosome VIII:CM006678.1; chromosome IX:CM006679.1; chromosome X:CM006680.1; chromosome XI:CM006681.1; chromosome XII:CM006682.1; chromosome XIII:CM006683.1; chromosome XIV:CM006684.1; chromosome XV:CM006685.1; chromosome XVI:CM006686.1,MBYV01,113,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer055,SAMN05190416,PRJNA323691,GCA_001740175.1, Chromosome,12.2529,38.3983,chromosome I:CM006303.1; chromosome II:CM006304.1; chromosome III:CM006305.1; chromosome IV:CM006306.1; chromosome V:CM006307.1; chromosome VI:CM006308.1; chromosome VII:CM006309.1; chromosome VIII:CM006310.1; chromosome IX:CM006311.1; chromosome X:CM006312.1; chromosome XI:CM006313.1; chromosome XII:CM006314.1; chromosome XIII:CM006315.1; chromosome XIV:CM006316.1; chromosome XV:CM006317.1; chromosome XVI:CM006318.1,MBXZ01,497,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer018,SAMN05190379,PRJNA323691,GCA_001741285.1, Chromosome,12.1726,38.4805,chromosome I:CM006895.1; chromosome II:CM006896.1; chromosome III:CM006897.1; chromosome IV:CM006898.1; chromosome V:CM006899.1; chromosome VI:CM006900.1; chromosome VII:CM006901.1; chromosome VIII:CM006902.1; chromosome IX:CM006903.1; chromosome X:CM006904.1; chromosome XI:CM006905.1; chromosome XII:CM006906.1; chromosome XIII:CM006907.1; chromosome XIV:CM006908.1; chromosome XV:CM006909.1; chromosome XVI:CM006910.1,MBZK01,45,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine007,SAMN05190499,PRJNA323691,GCA_001737645.2, Chromosome,12.081,38.3633,chromosome I:CM004975.2; chromosome II:CM004976.2; chromosome III:CM004977.2; chromosome IV:CM004978.2; chromosome V:CM004979.2; chromosome VI:CM004980.2; chromosome VII:CM004981.2; chromosome VIII:CM004982.2; chromosome IX:CM004983.2; chromosome X:CM004984.2; chromosome XI:CM004985.2; chromosome XII:CM004986.2; chromosome XIII:CM004987.2; chromosome XIV:CM004988.2; chromosome XV:CM004989.2; chromosome XVI:CM004990.2,MBUU02,190,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer093,SAMN05190454,PRJNA323691,GCA_001738985.1, Chromosome,12.1413,38.4064,chromosome I:CM005695.1; chromosome II:CM005696.1; chromosome III:CM005697.1; chromosome IV:CM005698.1; chromosome V:CM005699.1; chromosome VI:CM005700.1; chromosome VII:CM005701.1; chromosome VIII:CM005702.1; chromosome IX:CM005703.1; chromosome X:CM005704.1; chromosome XI:CM005705.1; chromosome XII:CM005706.1; chromosome XIII:CM005707.1; chromosome XIV:CM005708.1; chromosome XV:CM005709.1; chromosome XVI:CM005710.1,MBWN01,347,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer053,SAMN05190414,PRJNA323691,GCA_001740205.1, Chromosome,12.1577,38.3534,chromosome I:CM006335.1; chromosome II:CM006336.1; chromosome III:CM006337.1; chromosome IV:CM006338.1; chromosome V:CM006339.1; chromosome VI:CM006340.1; chromosome VII:CM006341.1; chromosome VIII:CM006342.1; chromosome IX:CM006343.1; chromosome X:CM006344.1; chromosome XI:CM006345.1; chromosome XII:CM006346.1; chromosome XIII:CM006347.1; chromosome XIV:CM006348.1; chromosome XV:CM006349.1; chromosome XVI:CM006350.1,MBYB01,430,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer065,SAMN05190426,PRJNA323691,GCA_001739845.1, Chromosome,12.0982,38.3873,chromosome I:CM006143.1; chromosome II:CM006144.1; chromosome III:CM006145.1; chromosome IV:CM006146.1; chromosome V:CM006147.1; chromosome VI:CM006148.1; chromosome VII:CM006149.1; chromosome VIII:CM006150.1; chromosome IX:CM006151.1; chromosome X:CM006152.1; chromosome XI:CM006153.1; chromosome XII:CM006154.1; chromosome XIII:CM006155.1; chromosome XIV:CM006156.1; chromosome XV:CM006157.1; chromosome XVI:CM006158.1,MBXP01,402,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,229,SAMN07437047,PRJNA396809,GCA_003270955.1, Chromosome,11.5644,38.1812,chromosome I:CM016264.1; chromosome II:CM016265.1; chromosome III:CM016266.1; chromosome IV:CM016267.1; chromosome V:CM016268.1; chromosome VI:CM016269.1; chromosome VII:CM016270.1; chromosome VIII:CM016271.1; chromosome IX:CM016272.1; chromosome X:CM016273.1; chromosome XI:CM016274.1; chromosome XII:CM016275.1; chromosome XIII:CM016276.1; chromosome XIV:CM016277.1; chromosome XV:CM016278.1; chromosome XVI:CM016279.1,NPPU01,49,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer059,SAMN05190420,PRJNA323691,GCA_001740055.1, Chromosome,12.3837,38.3635,chromosome I:CM006239.1; chromosome II:CM006240.1; chromosome III:CM006241.1; chromosome IV:CM006242.1; chromosome V:CM006243.1; chromosome VI:CM006244.1; chromosome VII:CM006245.1; chromosome VIII:CM006246.1; chromosome IX:CM006247.1; chromosome X:CM006248.1; chromosome XI:CM006249.1; chromosome XII:CM006250.1; chromosome XIII:CM006251.1; chromosome XIV:CM006252.1; chromosome XV:CM006253.1; chromosome XVI:CM006254.1,MBXV01,398,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,CJM24.1,SAMN07437051,PRJNA396809,GCA_003270935.1, Chromosome,11.5227,38.225,chromosome I:CM016216.1; chromosome II:CM016217.1; chromosome III:CM016218.1; chromosome IV:CM016219.1; chromosome V:CM016220.1; chromosome VI:CM016221.1; chromosome VII:CM016222.1; chromosome VIII:CM016223.1; chromosome IX:CM016224.1; chromosome X:CM016225.1; chromosome XI:CM016226.1; chromosome XII:CM016227.1; chromosome XIII:CM016228.1; chromosome XIV:CM016229.1; chromosome XV:CM016230.1; chromosome XVI:CM016231.1,NPPQ01,45,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,wine018,SAMN05190510,PRJNA323691,GCA_001737295.2, Chromosome,12.168,38.461,chromosome I:CM004783.2; chromosome II:CM004784.2; chromosome III:CM004785.2; chromosome IV:CM004786.2; chromosome V:CM004787.2; chromosome VI:CM004788.2; chromosome VII:CM004789.2; chromosome VIII:CM004790.2; chromosome IX:CM004791.2; chromosome X:CM004792.2; chromosome XI:CM004793.2; chromosome XII:CM004794.2; chromosome XIII:CM004795.2; chromosome XIV:CM004796.2; chromosome XV:CM004797.2; chromosome XVI:CM004798.2,MBUJ02,186,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer062,SAMN05190423,PRJNA323691,GCA_001739945.1, Chromosome,12.3958,38.3484,chromosome I:CM006191.1; chromosome II:CM006192.1; chromosome III:CM006193.1; chromosome IV:CM006194.1; chromosome V:CM006195.1; chromosome VI:CM006196.1; chromosome VII:CM006197.1; chromosome VIII:CM006198.1; chromosome IX:CM006199.1; chromosome X:CM006200.1; chromosome XI:CM006201.1; chromosome XII:CM006202.1; chromosome XIII:CM006203.1; chromosome XIV:CM006204.1; chromosome XV:CM006205.1; chromosome XVI:CM006206.1,MBXS01,547,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer058,SAMN05190419,PRJNA323691,GCA_001740075.1, Chromosome,12.1529,38.3721,chromosome I:CM006255.1; chromosome II:CM006256.1; chromosome III:CM006257.1; chromosome IV:CM006258.1; chromosome V:CM006259.1; chromosome VI:CM006260.1; chromosome VII:CM006261.1; chromosome VIII:CM006262.1; chromosome IX:CM006263.1; chromosome X:CM006264.1; chromosome XI:CM006265.1; chromosome XII:CM006266.1; chromosome XIII:CM006267.1; chromosome XIV:CM006268.1; chromosome XV:CM006269.1; chromosome XVI:CM006270.1,MBXW01,395,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer016,SAMN05190377,PRJNA323691,GCA_001741305.1, Chromosome,12.0556,38.3964,chromosome I:CM006911.1; chromosome II:CM006912.1; chromosome III:CM006913.1; chromosome IV:CM006914.1; chromosome V:CM006915.1; chromosome VI:CM006916.1; chromosome VII:CM006917.1; chromosome VIII:CM006918.1; chromosome IX:CM006919.1; chromosome X:CM006920.1; chromosome XI:CM006921.1; chromosome XII:CM006922.1; chromosome XIII:CM006923.1; chromosome XIV:CM006924.1; chromosome XV:CM006925.1; chromosome XVI:CM006926.1,MBZM01,177,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer048,SAMN05190409,PRJNA323691,GCA_001740345.1, Chromosome,12.2448,38.3696,chromosome I:CM006415.1; chromosome II:CM006416.1; chromosome III:CM006417.1; chromosome IV:CM006418.1; chromosome V:CM006419.1; chromosome VI:CM006420.1; chromosome VII:CM006421.1; chromosome VIII:CM006422.1; chromosome IX:CM006423.1; chromosome X:CM006424.1; chromosome XI:CM006425.1; chromosome XII:CM006426.1; chromosome XIII:CM006427.1; chromosome XIV:CM006428.1; chromosome XV:CM006429.1; chromosome XVI:CM006430.1,MBYG01,476,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,spirits006,SAMN05190487,PRJNA323691,GCA_001738005.1, Chromosome,12.0773,38.4022,chromosome I:CM005167.1; chromosome II:CM005168.1; chromosome III:CM005169.1; chromosome IV:CM005170.1; chromosome V:CM005171.1; chromosome VI:CM005172.1; chromosome VII:CM005173.1; chromosome VIII:CM005174.1; chromosome IX:CM005175.1; chromosome X:CM005176.1; chromosome XI:CM005177.1; chromosome XII:CM005178.1; chromosome XIII:CM005179.1; chromosome XIV:CM005180.1; chromosome XV:CM005181.1; chromosome XVI:CM005182.1,MBVG01,112,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,spirits004,SAMN05190485,PRJNA323691,GCA_001738105.1, Chromosome,12.2543,38.3703,chromosome I:CM005215.1; chromosome II:CM005216.1; chromosome III:CM005217.1; chromosome IV:CM005218.1; chromosome V:CM005219.1; chromosome VI:CM005220.1; chromosome VII:CM005221.1; chromosome VIII:CM005222.1; chromosome IX:CM005223.1; chromosome X:CM005224.1; chromosome XI:CM005225.1; chromosome XII:CM005226.1; chromosome XIII:CM005227.1; chromosome XIV:CM005228.1; chromosome XV:CM005229.1; chromosome XVI:CM005230.1,MBVI01,268,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer031,SAMN05190392,PRJNA323691,GCA_001740895.1, Chromosome,11.992,38.3114,chromosome I:CM006687.1; chromosome II:CM006688.1; chromosome III:CM006689.1; chromosome IV:CM006690.1; chromosome V:CM006691.1; chromosome VI:CM006692.1; chromosome VII:CM006693.1; chromosome VIII:CM006694.1; chromosome IX:CM006695.1; chromosome X:CM006696.1; chromosome XI:CM006697.1; chromosome XII:CM006698.1; chromosome XIII:CM006699.1; chromosome XIV:CM006700.1; chromosome XV:CM006701.1; chromosome XVI:CM006702.1,MBYX01,212,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,BJ5,SAMN07436903,PRJNA396809,GCA_003276325.1, Chromosome,11.6288,38.366,chromosome I:CM012589.1; chromosome II:CM012590.1; chromosome III:CM012591.1; chromosome IV:CM012592.1; chromosome V:CM012593.1; chromosome VI:CM012594.1; chromosome VII:CM012595.1; chromosome VIII:CM012596.1; chromosome IX:CM012597.1; chromosome X:CM012598.1; chromosome XI:CM012599.1; chromosome XII:CM012600.1; chromosome XIII:CM012601.1; chromosome XIV:CM012602.1; chromosome XV:CM012603.1; chromosome XVI:CM012604.1,NPVH01,64,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,sake001,SAMN05190475,PRJNA323691,GCA_001738375.1, Chromosome,11.8606,38.3076,chromosome I:CM005359.1; chromosome II:CM005360.1; chromosome III:CM005361.1; chromosome IV:CM005362.1; chromosome V:CM005363.1; chromosome VI:CM005364.1; chromosome VII:CM005365.1; chromosome VIII:CM005366.1; chromosome IX:CM005367.1; chromosome X:CM005368.1; chromosome XI:CM005369.1; chromosome XII:CM005370.1; chromosome XIII:CM005371.1; chromosome XIV:CM005372.1; chromosome XV:CM005373.1; chromosome XVI:CM005374.1,MBVS01,115,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer067,SAMN05190428,PRJNA323691,GCA_001739815.1, Chromosome,12.1821,38.4129,chromosome I:CM006111.1; chromosome II:CM006112.1; chromosome III:CM006113.1; chromosome IV:CM006114.1; chromosome V:CM006115.1; chromosome VI:CM006116.1; chromosome VII:CM006117.1; chromosome VIII:CM006118.1; chromosome IX:CM006119.1; chromosome X:CM006120.1; chromosome XI:CM006121.1; chromosome XII:CM006122.1; chromosome XIII:CM006123.1; chromosome XIV:CM006124.1; chromosome XV:CM006125.1; chromosome XVI:CM006126.1,MBXN01,438,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer019,SAMN05190380,PRJNA323691,GCA_001741255.1, Chromosome,12.0947,38.3849,chromosome I:CM006879.1; chromosome II:CM006880.1; chromosome III:CM006881.1; chromosome IV:CM006882.1; chromosome V:CM006883.1; chromosome VI:CM006884.1; chromosome VII:CM006885.1; chromosome VIII:CM006886.1; chromosome IX:CM006887.1; chromosome X:CM006888.1; chromosome XI:CM006889.1; chromosome XII:CM006890.1; chromosome XIII:CM006891.1; chromosome XIV:CM006892.1; chromosome XV:CM006893.1; chromosome XVI:CM006894.1,MBZJ01,221,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer047,SAMN05190408,PRJNA323691,GCA_001740415.1, Chromosome,12.2528,38.3998,chromosome I:CM006431.1; chromosome II:CM006432.1; chromosome III:CM006433.1; chromosome IV:CM006434.1; chromosome V:CM006435.1; chromosome VI:CM006436.1; chromosome VII:CM006437.1; chromosome VIII:CM006438.1; chromosome IX:CM006439.1; chromosome X:CM006440.1; chromosome XI:CM006441.1; chromosome XII:CM006442.1; chromosome XIII:CM006443.1; chromosome XIV:CM006444.1; chromosome XV:CM006445.1; chromosome XVI:CM006446.1,MBYH01,466,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,HLJ167,SAMN07437018,PRJNA396809,GCA_003271395.1, Chromosome,11.6363,38.1613,chromosome I:CM016088.1; chromosome II:CM016089.1; chromosome III:CM016090.1; chromosome IV:CM016091.1; chromosome V:CM016092.1; chromosome VI:CM016093.1; chromosome VII:CM016094.1; chromosome VIII:CM016095.1; chromosome IX:CM016096.1; chromosome X:CM016097.1; chromosome XI:CM016098.1; chromosome XII:CM016099.1; chromosome XIII:CM016100.1; chromosome XIV:CM016101.1; chromosome XV:CM016102.1; chromosome XVI:CM016103.1,NPQX01,55,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,427,SAMN07437048,PRJNA396809,GCA_003270945.1, Chromosome,11.626,38.1314,chromosome I:CM016280.1; chromosome II:CM016281.1; chromosome III:CM016282.1; chromosome IV:CM016283.1; chromosome V:CM016284.1; chromosome VI:CM016285.1; chromosome VII:CM016286.1; chromosome VIII:CM016287.1; chromosome IX:CM016288.1; chromosome X:CM016289.1; chromosome XI:CM016290.1; chromosome XII:CM016291.1; chromosome XIII:CM016292.1; chromosome XIV:CM016293.1; chromosome XV:CM016294.1; chromosome XVI:CM016295.1,NPPT01,66,0,2018-06-28T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer082,SAMN05190443,PRJNA323691,GCA_001739345.1, Chromosome,12.1824,38.3889,chromosome I:CM005871.1; chromosome II:CM005872.1; chromosome III:CM005873.1; chromosome IV:CM005874.1; chromosome V:CM005875.1; chromosome VI:CM005876.1; chromosome VII:CM005877.1; chromosome VIII:CM005878.1; chromosome IX:CM005879.1; chromosome X:CM005880.1; chromosome XI:CM005881.1; chromosome XII:CM005882.1; chromosome XIII:CM005883.1; chromosome XIV:CM005884.1; chromosome XV:CM005885.1; chromosome XVI:CM005886.1,MBWY01,468,0,2016-09-12T00:00:00Z,,
Saccharomyces cerevisiae,Eukaryota;Fungi;Ascomycetes,beer069,SAMN05190430,PRJNA323691,GCA_001739735.1, Chromosome,12.2686,38.4153,chromosome I:CM006079.1; chromosome II:CM006080.1; chromosome III:CM006081.1; chromosome IV:CM006082.1; chromosome V:CM006083.1; chromosome VI:CM006084.1; chromosome VII:CM006085.1; chromosome VIII:CM006086.1; chromosome IX:CM006087.1; chromosome X:CM006088.1; chromosome XI:CM006089.1; chromosome XII:CM006090.1; chromosome XIII:CM006091.1; chromosome XIV:CM006092.1; chromosome XV:CM006093.1; chromosome XVI:CM006094.1,MBXL01,478,0,2016-09-12T00:00:00Z,,
